train_number,train_name,origin,destination,seat_class,weather,current_delay_minutes,distance_km,scheduled_halts,hour_of_day,is_rush_hour,will_be_delayed
765,Nilsagar Express,Dhaka (Kamalapur),Chilahati,SHOVAN,heavy_rain,0,460,13,0,0,0
704,Mohanagar Godhuli,Chattogram,Dhaka (Kamalapur),S_CHAIR,cloudy,3,320,9,6,0,0
766,Nilsagar Express,Chilahati,Dhaka (Kamalapur),SHULOV,cloudy,10,460,13,1,0,0
750,Egarosindhur Godhuli,Kishoreganj,Dhaka (Kamalapur),F_CHAIR,clear,0,135,8,8,1,1
702,Subarna Express,Chattogram,Dhaka (Kamalapur),SHOVAN,light_rain,10,320,4,7,1,0
750,Egarosindhur Godhuli,Kishoreganj,Dhaka (Kamalapur),F_SEAT,heavy_rain,14,135,8,10,0,1
707,Tista Express,Dhaka (Kamalapur),Jamalpur,SNIGDHA,cloudy,6,240,10,9,1,1
793,Panchagarh Express,Dhaka (Kamalapur),Panchagarh,SNIGDHA,light_rain,0,480,11,7,1,1
725,Sundarban Express,Dhaka (Kamalapur),Khulna,SNIGDHA,clear,0,405,11,18,1,1
760,Padma Express,Rajshahi,Dhaka (Kamalapur),S_CHAIR,clear,1,343,9,8,1,0
715,Kapotaksha Express,Khulna,Rajshahi,F_SEAT,cloudy,0,280,14,4,0,0
771,Rangpur Express,Dhaka (Kamalapur),Rangpur,SNIGDHA,heavy_rain,0,465,12,11,0,1
739,Upaban Express,Dhaka (Kamalapur),Sylhet,SHULOV,clear,25,319,10,11,0,1
773,Kalni Express,Dhaka (Kamalapur),Sylhet,AC_S,heavy_rain,0,319,8,9,1,1
731,Barendra Express,Rajshahi,Chilahati,SHOVAN,heavy_rain,0,320,13,21,0,1
813,Cox's Bazar Express,Dhaka (Kamalapur),Cox's Bazar,SHULOV,heavy_rain,0,452,6,12,0,1
726,Sundarban Express,Khulna,Dhaka (Kamalapur),SHOVAN,clear,0,405,11,1,0,0
705,Ekota Express,Dhaka (Kamalapur),Panchagarh,AC_S,cloudy,13,480,14,5,0,0
765,Nilsagar Express,Dhaka (Kamalapur),Chilahati,SHULOV,heavy_rain,0,460,13,0,0,1
706,Ekota Express,Panchagarh,Dhaka (Kamalapur),SHULOV,clear,8,480,14,7,1,0
750,Egarosindhur Godhuli,Kishoreganj,Dhaka (Kamalapur),F_CHAIR,clear,0,135,8,4,0,0
709,Parabat Express,Dhaka (Kamalapur),Sylhet,SHULOV,clear,0,319,11,7,1,0
727,Rupsha Express,Khulna,Chilahati,SHULOV,heavy_rain,0,450,16,7,1,0
704,Mohanagar Godhuli,Chattogram,Dhaka (Kamalapur),S_CHAIR,heavy_rain,41,320,9,3,0,1
726,Sundarban Express,Khulna,Dhaka (Kamalapur),SHULOV,heavy_rain,0,405,11,13,0,1
753,Silkcity Express,Dhaka (Kamalapur),Rajshahi,SHULOV,light_rain,48,343,9,19,1,1
769,Dhumketu Express,Dhaka (Kamalapur),Rajshahi,SHOVAN,clear,0,343,8,2,0,0
793,Panchagarh Express,Dhaka (Kamalapur),Panchagarh,AC_S,clear,0,480,11,16,0,0
773,Kalni Express,Dhaka (Kamalapur),Sylhet,AC_S,clear,0,319,8,1,0,0
727,Rupsha Express,Khulna,Chilahati,S_CHAIR,cloudy,0,450,16,20,1,1
727,Rupsha Express,Khulna,Chilahati,F_CHAIR,clear,0,450,16,12,0,0
717,Joyantika Express,Dhaka (Kamalapur),Sylhet,SHULOV,light_rain,2,319,13,15,0,0
704,Mohanagar Godhuli,Chattogram,Dhaka (Kamalapur),SHOVAN,clear,4,320,9,7,1,0
766,Nilsagar Express,Chilahati,Dhaka (Kamalapur),SNIGDHA,cloudy,0,460,13,16,0,0
706,Ekota Express,Panchagarh,Dhaka (Kamalapur),AC_B,heavy_rain,19,480,14,11,0,1
787,Sonar Bangla Express,Dhaka (Kamalapur),Chattogram,AC_B,clear,6,320,4,8,1,0
710,Parabat Express,Sylhet,Dhaka (Kamalapur),AC_B,clear,7,319,11,16,0,0
710,Parabat Express,Sylhet,Dhaka (Kamalapur),S_CHAIR,clear,34,319,11,6,0,0
814,Cox's Bazar Express,Cox's Bazar,Dhaka (Kamalapur),AC_B,cloudy,9,452,6,1,0,0
787,Sonar Bangla Express,Dhaka (Kamalapur),Chattogram,AC_B,clear,0,320,4,22,0,1
726,Sundarban Express,Khulna,Dhaka (Kamalapur),SHULOV,cloudy,1,405,11,12,0,1
753,Silkcity Express,Dhaka (Kamalapur),Rajshahi,SHULOV,cloudy,0,343,9,20,1,0
726,Sundarban Express,Khulna,Dhaka (Kamalapur),SHOVAN,clear,0,405,11,6,0,0
723,Udayan Express,Sylhet,Chattogram,SHOVAN,clear,61,430,14,17,1,0
725,Sundarban Express,Dhaka (Kamalapur),Khulna,SHOVAN,cloudy,0,405,11,1,0,0
769,Dhumketu Express,Dhaka (Kamalapur),Rajshahi,AC_B,clear,27,343,8,15,0,1
814,Cox's Bazar Express,Cox's Bazar,Dhaka (Kamalapur),SHULOV,cloudy,0,452,6,3,0,0
709,Parabat Express,Dhaka (Kamalapur),Sylhet,AC_B,clear,0,319,11,0,0,0
701,Subarna Express,Dhaka (Kamalapur),Chattogram,SHULOV,cloudy,0,320,4,16,0,0
739,Upaban Express,Dhaka (Kamalapur),Sylhet,SHULOV,light_rain,15,319,10,5,0,0
760,Padma Express,Rajshahi,Dhaka (Kamalapur),SHOVAN,clear,7,343,9,17,1,0
760,Padma Express,Rajshahi,Dhaka (Kamalapur),SHULOV,cloudy,7,343,9,2,0,0
710,Parabat Express,Sylhet,Dhaka (Kamalapur),SHOVAN,light_rain,0,319,11,23,0,0
773,Kalni Express,Dhaka (Kamalapur),Sylhet,AC_S,clear,0,319,8,6,0,0
707,Tista Express,Dhaka (Kamalapur),Jamalpur,SHOVAN,light_rain,0,240,10,23,0,0
709,Parabat Express,Dhaka (Kamalapur),Sylhet,SHOVAN,clear,0,319,11,0,0,0
727,Rupsha Express,Khulna,Chilahati,S_CHAIR,cloudy,11,450,16,1,0,0
703,Mohanagar Provati,Dhaka (Kamalapur),Chattogram,S_CHAIR,cloudy,6,320,9,12,0,1
743,Brahmaputra Express,Dhaka (Kamalapur),Jamalpur,SHOVAN,light_rain,0,240,12,0,0,0
761,Sagardari Express,Khulna,Rajshahi,F_CHAIR,light_rain,80,280,12,15,0,1
733,Titumir Express,Rajshahi,Chilahati,S_CHAIR,light_rain,0,320,12,10,0,0
722,Mohanagar Express,Chattogram,Dhaka (Kamalapur),AC_S,cloudy,0,320,8,3,0,0
761,Sagardari Express,Khulna,Rajshahi,SHOVAN,cloudy,0,280,12,12,0,0
761,Sagardari Express,Khulna,Rajshahi,SHULOV,light_rain,8,280,12,0,0,0
791,Banalata Express,Dhaka (Kamalapur),Rajshahi,SHULOV,light_rain,19,343,3,14,0,1
725,Sundarban Express,Dhaka (Kamalapur),Khulna,AC_B,clear,0,405,11,3,0,0
761,Sagardari Express,Khulna,Rajshahi,SHULOV,cloudy,4,280,12,6,0,0
709,Parabat Express,Dhaka (Kamalapur),Sylhet,SHOVAN,clear,25,319,11,9,1,1
726,Sundarban Express,Khulna,Dhaka (Kamalapur),SHULOV,clear,0,405,11,8,1,0
705,Ekota Express,Dhaka (Kamalapur),Panchagarh,S_CHAIR,heavy_rain,0,480,14,9,1,1
791,Banalata Express,Dhaka (Kamalapur),Rajshahi,SNIGDHA,clear,0,343,3,15,0,0
737,Egarosindhur Provati,Dhaka (Kamalapur),Kishoreganj,F_SEAT,heavy_rain,0,135,8,13,0,1
741,Turna Nishitha,Dhaka (Kamalapur),Chattogram,AC_S,light_rain,0,320,8,1,0,0
702,Subarna Express,Chattogram,Dhaka (Kamalapur),SNIGDHA,cloudy,9,320,4,5,0,0
754,Silkcity Express,Rajshahi,Dhaka (Kamalapur),AC_S,clear,0,343,9,19,1,0
765,Nilsagar Express,Dhaka (Kamalapur),Chilahati,S_CHAIR,cloudy,0,460,13,8,1,1
735,Agnibina Express,Dhaka (Kamalapur),Jamalpur,SHULOV,cloudy,7,240,11,16,0,0
737,Egarosindhur Provati,Dhaka (Kamalapur),Kishoreganj,F_CHAIR,clear,0,135,8,22,0,0
733,Titumir Express,Rajshahi,Chilahati,SHOVAN,clear,26,320,12,23,0,1
815,Parjatak Express,Dhaka (Kamalapur),Cox's Bazar,AC_S,clear,0,452,5,3,0,1
726,Sundarban Express,Khulna,Dhaka (Kamalapur),SNIGDHA,cloudy,0,405,11,15,0,0
731,Barendra Express,Rajshahi,Chilahati,F_CHAIR,clear,0,320,13,17,1,0
787,Sonar Bangla Express,Dhaka (Kamalapur),Chattogram,AC_S,clear,0,320,4,18,1,1
702,Subarna Express,Chattogram,Dhaka (Kamalapur),AC_S,cloudy,0,320,4,8,1,0
764,Chitra Express,Khulna,Dhaka (Kamalapur),AC_B,clear,0,405,13,14,0,0
815,Parjatak Express,Dhaka (Kamalapur),Cox's Bazar,AC_B,clear,25,452,5,10,0,0
717,Joyantika Express,Dhaka (Kamalapur),Sylhet,SHOVAN,clear,0,319,13,8,1,0
709,Parabat Express,Dhaka (Kamalapur),Sylhet,AC_B,light_rain,0,319,11,14,0,1
757,Drutojan Express,Dhaka (Kamalapur),Panchagarh,AC_B,cloudy,0,480,13,10,0,1
753,Silkcity Express,Dhaka (Kamalapur),Rajshahi,SHOVAN,cloudy,9,343,9,7,1,1
726,Sundarban Express,Khulna,Dhaka (Kamalapur),SHULOV,clear,16,405,11,5,0,1
759,Padma Express,Dhaka (Kamalapur),Rajshahi,AC_S,clear,1,343,9,13,0,0
737,Egarosindhur Provati,Dhaka (Kamalapur),Kishoreganj,S_CHAIR,cloudy,16,135,8,17,1,1
815,Parjatak Express,Dhaka (Kamalapur),Cox's Bazar,SHOVAN,cloudy,0,452,5,23,0,0
791,Banalata Express,Dhaka (Kamalapur),Rajshahi,SNIGDHA,light_rain,7,343,3,0,0,0
743,Brahmaputra Express,Dhaka (Kamalapur),Jamalpur,SHULOV,light_rain,0,240,12,5,0,0
731,Barendra Express,Rajshahi,Chilahati,F_CHAIR,light_rain,0,320,13,17,1,1
709,Parabat Express,Dhaka (Kamalapur),Sylhet,AC_S,light_rain,0,319,11,0,0,1
703,Mohanagar Provati,Dhaka (Kamalapur),Chattogram,AC_B,clear,21,320,9,1,0,0
709,Parabat Express,Dhaka (Kamalapur),Sylhet,SNIGDHA,clear,0,319,11,16,0,0
717,Joyantika Express,Dhaka (Kamalapur),Sylhet,SHULOV,light_rain,17,319,13,6,0,1
710,Parabat Express,Sylhet,Dhaka (Kamalapur),S_CHAIR,light_rain,0,319,11,17,1,0
727,Rupsha Express,Khulna,Chilahati,SHOVAN,heavy_rain,14,450,16,8,1,1
766,Nilsagar Express,Chilahati,Dhaka (Kamalapur),AC_B,clear,0,460,13,19,1,1
788,Sonar Bangla Express,Chattogram,Dhaka (Kamalapur),AC_B,clear,0,320,4,14,0,0
802,Chattala Express,Dhaka (Kamalapur),Chattogram,AC_B,light_rain,16,320,12,8,1,1
725,Sundarban Express,Dhaka (Kamalapur),Khulna,SNIGDHA,cloudy,0,405,11,14,0,0
763,Chitra Express,Dhaka (Kamalapur),Khulna,SNIGDHA,clear,15,405,13,8,1,1
795,Benapole Express,Dhaka (Kamalapur),Benapole,SHULOV,light_rain,23,420,7,4,0,0
791,Banalata Express,Dhaka (Kamalapur),Rajshahi,AC_B,clear,4,343,3,5,0,0
740,Upaban Express,Sylhet,Dhaka (Kamalapur),SNIGDHA,light_rain,0,319,10,3,0,0
723,Udayan Express,Sylhet,Chattogram,SNIGDHA,clear,2,430,14,4,0,0
773,Kalni Express,Dhaka (Kamalapur),Sylhet,AC_S,cloudy,0,319,8,18,1,1
726,Sundarban Express,Khulna,Dhaka (Kamalapur),SHOVAN,heavy_rain,0,405,11,2,0,1
739,Upaban Express,Dhaka (Kamalapur),Sylhet,SHULOV,light_rain,0,319,10,5,0,0
773,Kalni Express,Dhaka (Kamalapur),Sylhet,SHOVAN,cloudy,1,319,8,18,1,1
710,Parabat Express,Sylhet,Dhaka (Kamalapur),AC_S,cloudy,0,319,11,19,1,1
726,Sundarban Express,Khulna,Dhaka (Kamalapur),SHULOV,cloudy,0,405,11,16,0,0
733,Titumir Express,Rajshahi,Chilahati,F_CHAIR,cloudy,9,320,12,5,0,1
791,Banalata Express,Dhaka (Kamalapur),Rajshahi,SHULOV,light_rain,0,343,3,23,0,0
741,Turna Nishitha,Dhaka (Kamalapur),Chattogram,SHULOV,cloudy,50,320,8,20,1,1
704,Mohanagar Godhuli,Chattogram,Dhaka (Kamalapur),SHOVAN,clear,0,320,9,11,0,0
813,Cox's Bazar Express,Dhaka (Kamalapur),Cox's Bazar,SNIGDHA,cloudy,16,452,6,9,1,0
814,Cox's Bazar Express,Cox's Bazar,Dhaka (Kamalapur),SHOVAN,light_rain,11,452,6,5,0,1
740,Upaban Express,Sylhet,Dhaka (Kamalapur),AC_B,clear,0,319,10,0,0,0
760,Padma Express,Rajshahi,Dhaka (Kamalapur),AC_S,light_rain,0,343,9,0,0,0
723,Udayan Express,Sylhet,Chattogram,AC_B,heavy_rain,0,430,14,15,0,1
702,Subarna Express,Chattogram,Dhaka (Kamalapur),SHULOV,clear,2,320,4,18,1,0
814,Cox's Bazar Express,Cox's Bazar,Dhaka (Kamalapur),SHOVAN,cloudy,16,452,6,2,0,0
759,Padma Express,Dhaka (Kamalapur),Rajshahi,AC_B,cloudy,0,343,9,14,0,1
760,Padma Express,Rajshahi,Dhaka (Kamalapur),SNIGDHA,clear,61,343,9,4,0,1
705,Ekota Express,Dhaka (Kamalapur),Panchagarh,SHULOV,heavy_rain,0,480,14,14,0,1
704,Mohanagar Godhuli,Chattogram,Dhaka (Kamalapur),S_CHAIR,light_rain,0,320,9,6,0,1
707,Tista Express,Dhaka (Kamalapur),Jamalpur,SHOVAN,clear,0,240,10,6,0,0
740,Upaban Express,Sylhet,Dhaka (Kamalapur),SNIGDHA,clear,0,319,10,21,0,0
763,Chitra Express,Dhaka (Kamalapur),Khulna,S_CHAIR,light_rain,1,405,13,8,1,1
787,Sonar Bangla Express,Dhaka (Kamalapur),Chattogram,AC_S,light_rain,26,320,4,3,0,1
704,Mohanagar Godhuli,Chattogram,Dhaka (Kamalapur),S_CHAIR,cloudy,0,320,9,5,0,0
757,Drutojan Express,Dhaka (Kamalapur),Panchagarh,AC_S,clear,5,480,13,5,0,0
731,Barendra Express,Rajshahi,Chilahati,F_CHAIR,light_rain,0,320,13,18,1,1
753,Silkcity Express,Dhaka (Kamalapur),Rajshahi,SNIGDHA,light_rain,18,343,9,4,0,1
740,Upaban Express,Sylhet,Dhaka (Kamalapur),SHULOV,cloudy,4,319,10,8,1,1
701,Subarna Express,Dhaka (Kamalapur),Chattogram,SHOVAN,clear,21,320,4,15,0,1
704,Mohanagar Godhuli,Chattogram,Dhaka (Kamalapur),S_CHAIR,cloudy,4,320,9,0,0,1
731,Barendra Express,Rajshahi,Chilahati,F_SEAT,cloudy,0,320,13,9,1,0
769,Dhumketu Express,Dhaka (Kamalapur),Rajshahi,SHULOV,clear,63,343,8,16,0,1
788,Sonar Bangla Express,Chattogram,Dhaka (Kamalapur),AC_S,cloudy,0,320,4,20,1,0
769,Dhumketu Express,Dhaka (Kamalapur),Rajshahi,SNIGDHA,light_rain,15,343,8,7,1,0
733,Titumir Express,Rajshahi,Chilahati,F_BERTH,clear,0,320,12,16,0,0
788,Sonar Bangla Express,Chattogram,Dhaka (Kamalapur),AC_B,cloudy,0,320,4,16,0,1
726,Sundarban Express,Khulna,Dhaka (Kamalapur),SHULOV,light_rain,0,405,11,7,1,0
791,Banalata Express,Dhaka (Kamalapur),Rajshahi,AC_B,clear,0,343,3,8,1,0
710,Parabat Express,Sylhet,Dhaka (Kamalapur),AC_S,clear,0,319,11,12,0,0
722,Mohanagar Express,Chattogram,Dhaka (Kamalapur),SHOVAN,heavy_rain,0,320,8,15,0,1
731,Barendra Express,Rajshahi,Chilahati,F_BERTH,cloudy,9,320,13,13,0,0
723,Udayan Express,Sylhet,Chattogram,SHULOV,cloudy,1,430,14,18,1,1
802,Chattala Express,Dhaka (Kamalapur),Chattogram,SHULOV,cloudy,0,320,12,12,0,0
715,Kapotaksha Express,Khulna,Rajshahi,SHULOV,clear,0,280,14,3,0,1
707,Tista Express,Dhaka (Kamalapur),Jamalpur,SHOVAN,clear,0,240,10,23,0,0
815,Parjatak Express,Dhaka (Kamalapur),Cox's Bazar,AC_S,light_rain,0,452,5,21,0,1
814,Cox's Bazar Express,Cox's Bazar,Dhaka (Kamalapur),SHOVAN,cloudy,9,452,6,18,1,0
764,Chitra Express,Khulna,Dhaka (Kamalapur),AC_B,cloudy,7,405,13,7,1,0
701,Subarna Express,Dhaka (Kamalapur),Chattogram,SHOVAN,clear,0,320,4,18,1,1
737,Egarosindhur Provati,Dhaka (Kamalapur),Kishoreganj,SHULOV,cloudy,13,135,8,10,0,0
771,Rangpur Express,Dhaka (Kamalapur),Rangpur,SHULOV,clear,5,465,12,13,0,0
771,Rangpur Express,Dhaka (Kamalapur),Rangpur,AC_S,clear,0,465,12,11,0,0
802,Chattala Express,Dhaka (Kamalapur),Chattogram,SNIGDHA,clear,19,320,12,1,0,0
777,Haor Express,Dhaka (Kamalapur),Mohanganj,SHULOV,light_rain,0,280,12,13,0,0
701,Subarna Express,Dhaka (Kamalapur),Chattogram,S_CHAIR,cloudy,0,320,4,20,1,0
761,Sagardari Express,Khulna,Rajshahi,F_BERTH,clear,5,280,12,4,0,0
704,Mohanagar Godhuli,Chattogram,Dhaka (Kamalapur),SNIGDHA,clear,0,320,9,19,1,0
773,Kalni Express,Dhaka (Kamalapur),Sylhet,AC_B,clear,0,319,8,17,1,0
703,Mohanagar Provati,Dhaka (Kamalapur),Chattogram,S_CHAIR,clear,3,320,9,13,0,0
731,Barendra Express,Rajshahi,Chilahati,F_CHAIR,light_rain,79,320,13,21,0,1
705,Ekota Express,Dhaka (Kamalapur),Panchagarh,SHOVAN,cloudy,6,480,14,14,0,1
769,Dhumketu Express,Dhaka (Kamalapur),Rajshahi,SHOVAN,clear,10,343,8,12,0,1
763,Chitra Express,Dhaka (Kamalapur),Khulna,S_CHAIR,clear,0,405,13,0,0,1
788,Sonar Bangla Express,Chattogram,Dhaka (Kamalapur),SNIGDHA,light_rain,3,320,4,8,1,1
715,Kapotaksha Express,Khulna,Rajshahi,SHOVAN,clear,52,280,14,21,0,1
701,Subarna Express,Dhaka (Kamalapur),Chattogram,AC_B,clear,0,320,4,11,0,0
766,Nilsagar Express,Chilahati,Dhaka (Kamalapur),AC_B,heavy_rain,0,460,13,0,0,0
765,Nilsagar Express,Dhaka (Kamalapur),Chilahati,S_CHAIR,clear,0,460,13,14,0,0
717,Joyantika Express,Dhaka (Kamalapur),Sylhet,AC_S,clear,0,319,13,7,1,0
795,Benapole Express,Dhaka (Kamalapur),Benapole,AC_B,cloudy,80,420,7,21,0,1
760,Padma Express,Rajshahi,Dhaka (Kamalapur),SHULOV,clear,0,343,9,22,0,0
710,Parabat Express,Sylhet,Dhaka (Kamalapur),SHOVAN,clear,40,319,11,4,0,1
760,Padma Express,Rajshahi,Dhaka (Kamalapur),S_CHAIR,cloudy,0,343,9,2,0,0
765,Nilsagar Express,Dhaka (Kamalapur),Chilahati,S_CHAIR,heavy_rain,0,460,13,8,1,1
813,Cox's Bazar Express,Dhaka (Kamalapur),Cox's Bazar,AC_S,heavy_rain,0,452,6,13,0,0
765,Nilsagar Express,Dhaka (Kamalapur),Chilahati,SHOVAN,clear,4,460,13,18,1,0
743,Brahmaputra Express,Dhaka (Kamalapur),Jamalpur,AC_S,cloudy,0,240,12,17,1,0
760,Padma Express,Rajshahi,Dhaka (Kamalapur),SHOVAN,cloudy,0,343,9,13,0,0
739,Upaban Express,Dhaka (Kamalapur),Sylhet,SHOVAN,clear,9,319,10,7,1,1
705,Ekota Express,Dhaka (Kamalapur),Panchagarh,SHULOV,clear,40,480,14,12,0,1
703,Mohanagar Provati,Dhaka (Kamalapur),Chattogram,SNIGDHA,clear,23,320,9,23,0,1
733,Titumir Express,Rajshahi,Chilahati,F_CHAIR,cloudy,0,320,12,18,1,0
702,Subarna Express,Chattogram,Dhaka (Kamalapur),AC_S,cloudy,0,320,4,20,1,0
787,Sonar Bangla Express,Dhaka (Kamalapur),Chattogram,SNIGDHA,cloudy,7,320,4,9,1,0
777,Haor Express,Dhaka (Kamalapur),Mohanganj,AC_S,clear,70,280,12,20,1,1
709,Parabat Express,Dhaka (Kamalapur),Sylhet,SNIGDHA,light_rain,0,319,11,13,0,0
721,Mohanagar Express,Dhaka (Kamalapur),Chattogram,SHOVAN,heavy_rain,0,320,8,18,1,1
706,Ekota Express,Panchagarh,Dhaka (Kamalapur),AC_B,cloudy,0,480,14,0,0,0
710,Parabat Express,Sylhet,Dhaka (Kamalapur),SHULOV,heavy_rain,0,319,11,16,0,1
763,Chitra Express,Dhaka (Kamalapur),Khulna,AC_S,light_rain,0,405,13,9,1,1
802,Chattala Express,Dhaka (Kamalapur),Chattogram,SNIGDHA,clear,2,320,12,10,0,1
788,Sonar Bangla Express,Chattogram,Dhaka (Kamalapur),AC_S,cloudy,0,320,4,11,0,0
761,Sagardari Express,Khulna,Rajshahi,SHOVAN,light_rain,3,280,12,19,1,0
750,Egarosindhur Godhuli,Kishoreganj,Dhaka (Kamalapur),F_BERTH,cloudy,0,135,8,1,0,0
715,Kapotaksha Express,Khulna,Rajshahi,F_CHAIR,light_rain,0,280,14,17,1,0
764,Chitra Express,Khulna,Dhaka (Kamalapur),S_CHAIR,clear,0,405,13,7,1,1
701,Subarna Express,Dhaka (Kamalapur),Chattogram,SHULOV,light_rain,21,320,4,19,1,1
787,Sonar Bangla Express,Dhaka (Kamalapur),Chattogram,SNIGDHA,cloudy,6,320,4,21,0,0
753,Silkcity Express,Dhaka (Kamalapur),Rajshahi,AC_B,clear,0,343,9,2,0,0
701,Subarna Express,Dhaka (Kamalapur),Chattogram,SNIGDHA,clear,14,320,4,14,0,0
797,Kurigram Express,Dhaka (Kamalapur),Kurigram,S_CHAIR,cloudy,0,500,15,12,0,0
763,Chitra Express,Dhaka (Kamalapur),Khulna,AC_B,clear,29,405,13,0,0,1
773,Kalni Express,Dhaka (Kamalapur),Sylhet,AC_B,cloudy,69,319,8,22,0,1
715,Kapotaksha Express,Khulna,Rajshahi,SHOVAN,clear,0,280,14,5,0,0
787,Sonar Bangla Express,Dhaka (Kamalapur),Chattogram,AC_B,cloudy,9,320,4,8,1,0
702,Subarna Express,Chattogram,Dhaka (Kamalapur),SHULOV,clear,0,320,4,5,0,0
759,Padma Express,Dhaka (Kamalapur),Rajshahi,SNIGDHA,cloudy,0,343,9,7,1,0
814,Cox's Bazar Express,Cox's Bazar,Dhaka (Kamalapur),AC_B,heavy_rain,0,452,6,0,0,1
788,Sonar Bangla Express,Chattogram,Dhaka (Kamalapur),AC_S,cloudy,0,320,4,1,0,1
735,Agnibina Express,Dhaka (Kamalapur),Jamalpur,SHULOV,clear,13,240,11,22,0,0
709,Parabat Express,Dhaka (Kamalapur),Sylhet,AC_B,clear,0,319,11,10,0,0
757,Drutojan Express,Dhaka (Kamalapur),Panchagarh,AC_B,clear,7,480,13,3,0,0
717,Joyantika Express,Dhaka (Kamalapur),Sylhet,S_CHAIR,light_rain,0,319,13,19,1,0
763,Chitra Express,Dhaka (Kamalapur),Khulna,S_CHAIR,heavy_rain,0,405,13,22,0,1
706,Ekota Express,Panchagarh,Dhaka (Kamalapur),SHULOV,light_rain,0,480,14,2,0,0
797,Kurigram Express,Dhaka (Kamalapur),Kurigram,SHOVAN,clear,0,500,15,15,0,0
741,Turna Nishitha,Dhaka (Kamalapur),Chattogram,S_CHAIR,clear,55,320,8,11,0,1
727,Rupsha Express,Khulna,Chilahati,S_CHAIR,clear,0,450,16,15,0,0
701,Subarna Express,Dhaka (Kamalapur),Chattogram,AC_S,light_rain,0,320,4,1,0,1
760,Padma Express,Rajshahi,Dhaka (Kamalapur),AC_S,clear,0,343,9,16,0,1
793,Panchagarh Express,Dhaka (Kamalapur),Panchagarh,S_CHAIR,clear,1,480,11,0,0,0
766,Nilsagar Express,Chilahati,Dhaka (Kamalapur),AC_B,heavy_rain,0,460,13,11,0,1
723,Udayan Express,Sylhet,Chattogram,AC_S,cloudy,0,430,14,19,1,0
765,Nilsagar Express,Dhaka (Kamalapur),Chilahati,SHULOV,light_rain,7,460,13,17,1,1
726,Sundarban Express,Khulna,Dhaka (Kamalapur),SNIGDHA,light_rain,0,405,11,8,1,0
741,Turna Nishitha,Dhaka (Kamalapur),Chattogram,AC_B,clear,9,320,8,10,0,1
757,Drutojan Express,Dhaka (Kamalapur),Panchagarh,AC_B,cloudy,0,480,13,20,1,1
717,Joyantika Express,Dhaka (Kamalapur),Sylhet,SNIGDHA,clear,0,319,13,21,0,1
797,Kurigram Express,Dhaka (Kamalapur),Kurigram,S_CHAIR,clear,0,500,15,13,0,0
741,Turna Nishitha,Dhaka (Kamalapur),Chattogram,SNIGDHA,cloudy,0,320,8,20,1,0
760,Padma Express,Rajshahi,Dhaka (Kamalapur),AC_B,clear,0,343,9,0,0,0
735,Agnibina Express,Dhaka (Kamalapur),Jamalpur,AC_B,clear,0,240,11,3,0,1
705,Ekota Express,Dhaka (Kamalapur),Panchagarh,S_CHAIR,cloudy,0,480,14,2,0,0
773,Kalni Express,Dhaka (Kamalapur),Sylhet,S_CHAIR,cloudy,1,319,8,11,0,0
719,Paharika Express,Chattogram,Sylhet,SHULOV,heavy_rain,0,430,14,14,0,0
704,Mohanagar Godhuli,Chattogram,Dhaka (Kamalapur),SHULOV,heavy_rain,0,320,9,23,0,0
760,Padma Express,Rajshahi,Dhaka (Kamalapur),SHOVAN,clear,0,343,9,7,1,0
771,Rangpur Express,Dhaka (Kamalapur),Rangpur,S_CHAIR,clear,0,465,12,0,0,0
731,Barendra Express,Rajshahi,Chilahati,F_SEAT,heavy_rain,8,320,13,17,1,1
715,Kapotaksha Express,Khulna,Rajshahi,SHULOV,clear,3,280,14,13,0,0
742,Turna Nishitha,Chattogram,Dhaka (Kamalapur),SHULOV,cloudy,8,320,8,6,0,0
717,Joyantika Express,Dhaka (Kamalapur),Sylhet,SNIGDHA,clear,0,319,13,5,0,0
726,Sundarban Express,Khulna,Dhaka (Kamalapur),S_CHAIR,cloudy,0,405,11,15,0,0
737,Egarosindhur Provati,Dhaka (Kamalapur),Kishoreganj,F_SEAT,clear,0,135,8,4,0,0
765,Nilsagar Express,Dhaka (Kamalapur),Chilahati,AC_B,clear,1,460,13,7,1,1
740,Upaban Express,Sylhet,Dhaka (Kamalapur),SNIGDHA,clear,0,319,10,18,1,0
701,Subarna Express,Dhaka (Kamalapur),Chattogram,SHULOV,cloudy,13,320,4,22,0,0
788,Sonar Bangla Express,Chattogram,Dhaka (Kamalapur),AC_S,clear,0,320,4,17,1,1
701,Subarna Express,Dhaka (Kamalapur),Chattogram,SHULOV,light_rain,5,320,4,5,0,1
793,Panchagarh Express,Dhaka (Kamalapur),Panchagarh,SHULOV,light_rain,0,480,11,6,0,1
750,Egarosindhur Godhuli,Kishoreganj,Dhaka (Kamalapur),SHOVAN,cloudy,56,135,8,23,0,0
725,Sundarban Express,Dhaka (Kamalapur),Khulna,AC_B,clear,0,405,11,1,0,0
797,Kurigram Express,Dhaka (Kamalapur),Kurigram,SHOVAN,light_rain,3,500,15,1,0,0
773,Kalni Express,Dhaka (Kamalapur),Sylhet,SHULOV,clear,8,319,8,13,0,0
795,Benapole Express,Dhaka (Kamalapur),Benapole,AC_S,clear,7,420,7,0,0,0
802,Chattala Express,Dhaka (Kamalapur),Chattogram,AC_B,light_rain,23,320,12,21,0,1
